BOOK_ISBN,BOOK_TITLE,BOOK_AUTHOR,BOOK_PUB,BOOK_PRICE,BOOK_LINK,BOOK_DESCRIPTION,BOOK_IMAGE
9788960520141,"책벌레의 하극상 2부1 신전의 견습무녀,사서가 되기 위해서라면 뭐든지 할 수 있어",카즈키 미야,대원,10000,https://book.naver.com/bookdb/book_detail.naver?bid=12009583,"세례식을 마친 뒤 도서관이라는 인류의 보물이 있는 신전에서 청색 견습 무녀로 일하게 된 마인. 이제부턴 바라마지않던 도서관에서 책을 마음껏 읽을 수 있어! 라며 꿈에 부푼 마인이었지만, 수많은 난관이 기다리고 있었다. 시중을 들기는커녕 두통의 원인이 될 듯한 시종들, 귀족과 평민의 신분차가 매우 큰 이 세계에서 평민 주제에 푸른 옷을 입었다는 이유로 귀족 출신 청색 신관들이 보내는 경멸의 시선까지.






",C:/Users/wndud/Desktop/최종수정/book01.jpg
9791158881405,닥터 도티의 삶을 바꾸는 마술가게 ,제임스 도티,판미동,14800,https://book.naver.com/bookdb/book_detail.naver?bid=12009583,"꿈 없는 소년에서 스탠퍼드 신경의학자로, 삶의 방향을 선택하는 마술을 배우다!
『닥터 도티의 삶을 바꾸는 마술가게』는 뇌와 심장, 이 두 기관의 잠재력을 동시에 활용할 때 인간이 어떤 특별한 일을 해낼 수 있는지 밝힌 책이다. 책은 한 개인의 체험적 진실과 오랜 과학적 탐구를 씨줄과 날줄로 엮으며 흡인력 있게 전개되는 ‘페이지 터너’이자, 인간이 어떻게 자신의 꿈을 이뤄 가야 할 것인지에 대한 묵직한 메시지를 전하는 ‘감동 실화’다.

",C:/Users/wndud/Desktop/최종수정/book02.jpg
9791130630762,아비투스,도리스 메르틴,다산초당,18000,https://book.naver.com/bookdb/book_detail.naver?bid=1644033397,"독일 최고의 컨설턴트 도리스 메르틴의 부와 성공에 대한 통념을 뒤집는 탁월한 통찰
인간의 품격을 결정하는 7가지 자본으로 ‘원하는 모습의 나’로 사는 방법을 알려주는 실용 인문서『아비투스』. 독일 최고의 컨설턴트인 저자는 20년 동안 다양한 계층의 수많은 사람을 만나며, 부, 성공, 건강, 인맥, 지식 등 원하는 것을 모두 이루며 사는 엘리트들의 핵심 비밀을 알게 됐다. 그건 바로 최상층의 ‘아비투스(HABITUS)’를 갖는 것. 아비투스는 프랑스 철학자 부르디외가 처음 제시한 개념으로, 사회문화적 환경에 의해 결정되는 제2의 본성, 즉 타인과 나를 구별 짓는 취향, 습관, 아우라를 일컫는다. 계층 및 사회적 지위의 결과이자 표현이기도 하지만, 저자는 “아비투스는 결코 돌에 새겨지지 않았다”고 선언하며, 노력 여하에 따라 얼마든지 새로운 아비투스를 가질 수 있다고 말한다. 심리, 문화, 지식, 경제, 신체, 언어, 사회 등 7가지 자본의 측면에서 어떤 아비투스가 부와 성공의 원천이 되는지를 이해하면, 노력의 방향이나 삶을 사는 태도 등을 재구성할 수 있는 것이다.
",C:/Users/wndud/Desktop/최종수정/book03.jpg
9788934977841,호모 데우스 미래의 역사,유발 하라리,김영사,22000,https://book.naver.com/bookdb/book_detail.naver?bid=12011269,"신이 된 인간, 우리는 어디로 가고 있는가?
‘사피엔스 신드롬’을 일으키며 전 세계적으로 폭발적 반응을 불러왔던 《사피엔스》의 저자 유발 하라리가 미래에 대한 전망을 담은 『호모 데우스』로 돌아왔다. 지구를 평정하고 신에 도전하는 인간은 어떤 운명을 만들 것인지, 인간의 진화는 거듭할 것인지 쓸모없는 존재가 될 것인지, 인간이 만들어갈 유토피아 혹은 디스토피아 미래에 대한 논쟁을 펼친다.
",C:/Users/wndud/Desktop/최종수정/book04.jpg
9788901249599,질서 너머 인생의 다음 단계로 나아가는 12가지 법칙,조던 피터슨,웅진지식하우스,17800,https://book.naver.com/bookdb/book_detail.naver?bid=18122270,"‘세상을 탓하기 전에 방부터 정리하라’ ‘어깨를 펴고 똑바로 서라’ 등 명징한 조언을 담은 『12가지 인생의 법칙』으로 전 세계 500만 부 판매고를 올린 전 하버드대 심리학 교수 조던 피터슨이 3년 만에 신작 『질서 너머』로 돌아왔다. 전작은 글로벌 ‘피터슨 현상’을 불러일으켰다. 어설픈 위로 대신 현실의 냉엄함을 이야기하고, 자기 인생의 의미를 찾아 ‘기꺼이 책임을 짊어지는 어른이 되라’고 주문하는 그의 메시지에 전 세계 젊은이들이 열광했다. 불확실한 인생을 표류하다 하릴없이 허무주의에 빠져든 청년들에게 그의 법칙은 ‘삶의 진실’이라는 강력한 해독제를 제공했다. 그로 인해 인생이 송두리째 바뀌었다는 독자들의 고백이 쏟아졌다. 북미와 유럽 125개 이상 도시들에서 순회한 강연은 연일 매진이었다. 피터슨의 유튜브 공식 채널 누적 조회수는 2억 뷰에 달한다. 전 세계 언론이 앞다퉈 그를 다뤘다. 그는 ‘지적 영웅’ ‘시대의 대변자’ ‘인터넷 아버지’로 떠올랐고, 세계에서 가장 ‘인기 있고’ ‘논쟁적이고’ ‘영향력 있는’ 지식인으로 부상했다.
",C:/Users/wndud/Desktop/최종수정/book05.jpg
